Points_0,Points_1,Points_2
-1.94243,1.91226,-0.183132
-1.91558,1.77321,-0.229065
-1.89345,1.66503,-0.270536
-1.86615,1.54773,-0.320414
-1.84339,1.45185,-0.326916
-1.7892,1.28103,-0.347829
-1.42736,1.02777,-0.42387
-1.48401,0.937248,-0.388195
0.558519,2.38663,0.00212273
-1.58109,0.810576,-0.312053
-1.80535,0.356845,-0.466851
-1.77956,0.359688,-0.477568
-1.76257,0.280029,-0.494301
-1.72633,0.375461,-0.452927
-1.68762,0.384444,-0.457639
-1.65812,0.310009,-0.47733
-1.67138,0.384365,-0.423988
-1.64057,0.307558,-0.432659
-1.79746,0.272915,-0.495328
-1.79721,0.24785,-0.489315
-1.76451,0.218369,-0.484511
-1.80369,0.206348,-0.492119
-1.61333,0.252646,-0.435934
-1.62404,0.243574,-0.477978
-1.74221,0.289934,-0.499988
-1.75077,0.374191,-0.458706
-1.80979,0.19918,-0.416665
-1.79392,0.207538,-0.369393
-1.77732,0.266651,-0.372422
-1.79655,0.370858,-0.385332
-1.81386,0.348329,-0.423855
-1.81136,0.254952,-0.427549
-1.67792,0.238523,-0.48556
-1.71136,0.303816,-0.479336
-1.71778,0.227776,-0.498833
-1.73888,0.221181,-0.495214
-1.66785,0.325001,-0.396644
-1.63271,0.248683,-0.405518
-1.73775,0.279593,-0.355856
-1.69492,0.312218,-0.37046
-1.72471,0.379357,-0.369966
-1.74561,0.383056,-0.372616
-1.68179,0.377396,-0.401039
-1.77488,1.18526,-0.359277
-1.91901,1.97252,-0.125042
-1.90948,1.91396,-0.121573
-1.90071,1.79821,-0.139809
-1.89198,1.66893,-0.187575
-1.87167,1.56877,-0.238727
-1.92821,1.95422,0.00213192
-1.92935,2.17324,0.00213192
-1.93241,2.11616,0.00213193
-1.93846,2.04643,0.00213196
-2.05529,2.04576,-0.0232759
-2.03639,1.82284,-0.021288
-2.04176,1.82224,0.00213234
-2.0436,2.25552,-0.0252597
-2.06112,2.04516,0.00213241
-1.97224,2.39139,-0.0272435
-2.04991,2.25581,0.00213237
-1.8712,2.4679,-0.0292276
-1.97836,2.39428,0.0021321
-1.76916,2.48725,-0.0312116
-1.87503,2.47403,0.00213172
-2.03937,2.0474,-0.0418738
-2.02173,1.8245,-0.0384355
-2.02636,2.25476,-0.0453122
-1.95549,2.3835,-0.0487508
-1.8607,2.45115,-0.0521894
-1.76443,2.468,-0.0556281
-2.01761,2.04964,-0.0486889
-2.00169,1.82677,-0.0447172
-2.0028,2.25372,-0.0526606
-1.93261,2.37272,-0.0566282
-1.84637,2.42827,-0.0606002
-1.99584,2.05188,-0.0418916
-1.98165,1.82903,-0.0384489
-1.97923,2.25267,-0.04533
-1.90972,2.36194,-0.0487686
-1.83202,2.40539,-0.0522072
-1.97989,2.05352,-0.0232983
-1.96697,1.83069,-0.0213146
-1.96197,2.2519,-0.0252864
-1.89296,2.35404,-0.0272747
-1.82152,2.38863,-0.029263
-1.97405,2.05413,0.00210123
-1.96158,1.8313,0.00210559
-1.95564,2.25162,0.00210116
-1.81766,2.38249,0.00209184
-1.77088,2.4943,0.00213134
1.80134,2.42054,-0.270343
1.79308,2.49427,-0.279133
1.83408,2.50764,-0.250401
1.8587,2.4892,-0.228519
1.83797,2.41463,-0.251512
1.85869,2.41623,-0.227439
1.82179,2.39496,-0.257026
1.79736,2.40381,-0.26374
1.84627,2.38928,-0.24188
1.85486,2.3995,-0.220835
1.86738,2.43002,-0.20207
1.84689,2.50848,-0.218243
1.87119,2.47524,-0.209903
1.78564,2.52418,-0.251824
1.81014,2.52656,-0.235898
1.75695,2.43257,-0.268152
1.7691,2.49723,-0.266168
1.77343,2.53697,-0.258441
1.80615,2.55507,-0.237194
1.83055,2.55388,-0.225596
1.8264,2.52221,-0.232706
1.86341,2.53148,-0.204283
1.88769,2.48608,-0.197115
1.89584,2.44123,-0.193509
1.87569,2.40879,-0.192192
1.85877,2.37944,-0.222868
1.83416,2.36923,-0.243537
1.80555,2.3708,-0.258988
1.78131,2.39576,-0.264145
1.90438,2.46778,-0.174877
1.90017,2.43572,-0.177878
1.88799,2.3915,-0.181872
1.87109,2.37022,-0.211922
1.82619,2.34446,-0.237771
1.80179,2.34563,-0.249215
1.75317,2.36294,-0.258534
1.72904,2.38263,-0.25208
1.87585,2.52992,-0.188458
1.89197,2.49708,-0.184032
1.83499,2.56472,-0.212531
1.77762,2.54819,-0.249316
1.75281,2.50235,-0.277414
1.74287,2.5008,-0.268677
1.74877,2.43295,-0.271912
1.72486,2.50531,-0.26436
1.79063,2.58876,-0.209176
1.81026,2.57062,-0.23164
1.81555,2.58208,-0.182013
1.86057,2.55045,-0.149755
1.88916,2.50838,-0.134234
1.90513,2.46468,-0.142816
1.90889,2.42495,-0.150892
1.72879,2.42429,-0.264154
1.74748,2.61675,-0.160978
1.78868,2.60068,-0.12298
1.84973,2.54953,-0.0969675
1.89415,2.5041,-0.090113
1.91839,2.45964,-0.090986
1.92965,2.41022,-0.124412
1.92104,2.35948,-0.145228
1.90793,2.3193,-0.189317
1.85477,2.26582,-0.221642
1.83029,2.25871,-0.229894
1.77348,2.25263,-0.249418
1.737,2.26543,-0.255466
1.69281,2.32602,-0.252568
1.66871,2.39016,-0.245806
1.65653,2.48002,-0.253102
1.66463,2.41511,-0.251431
1.74951,2.56392,-0.242999
1.66896,2.54352,-0.239115
1.88425,2.4993,0.00214869
1.93139,2.4597,-0.0507753
1.9588,2.39827,-0.0857404
1.95793,2.3247,-0.121221
1.96513,2.2391,-0.157892
1.72089,2.23732,-0.257811
1.68446,2.27019,-0.261918
1.6684,2.31032,-0.257664
1.63214,2.34727,-0.261226
1.62416,2.3874,-0.257162
1.61223,2.43147,-0.252621
1.75126,2.61718,0.00199489
1.70144,2.64758,-0.0596479
1.70215,2.60097,-0.205944
1.62975,2.62819,-0.193495
1.67613,2.65658,-0.110817
1.59322,2.56881,-0.206526
1.61241,2.49576,-0.246406
1.96072,2.20781,-0.168948
1.93213,2.14843,-0.182159
1.84266,2.14841,-0.220593
1.75725,2.20408,-0.249748
2.0039,2.39475,-0.050608
1.94062,2.45503,0.00221019
2.0291,2.3828,0.00231125
2.04938,2.36195,0.00233763
2.04828,2.34617,-0.052345
2.03126,2.31721,-0.0871248
2.02682,2.2826,-0.106636
2.00972,2.22158,-0.144514
1.99325,2.18619,-0.155684
1.97724,2.12524,-0.153074
1.97276,2.09829,-0.167696
1.85869,2.11595,-0.220117
1.74493,2.14428,-0.25923
1.70433,2.16987,-0.272079
1.65174,2.21962,-0.282156
1.61152,2.28022,-0.279511
1.59971,2.33606,-0.26969
1.59185,2.38387,-0.2609
2.12189,2.29701,0.00242111
2.12898,2.28478,-0.0480342
2.11199,2.26388,-0.0820382
2.09517,2.23809,-0.108381
2.07037,2.19622,-0.136254
2.05003,2.16059,-0.143214
2.03777,2.12086,-0.150756
2.03358,2.0967,-0.152996
2.18933,2.24857,-0.0529362
2.18432,2.23611,-0.0903875
2.16438,2.24339,-0.0810862
2.17539,2.20304,-0.125749
2.13078,2.18418,-0.138819
2.14763,2.218,-0.111537
2.16285,2.16859,-0.145057
2.11063,2.14778,-0.137726
2.15865,2.11668,-0.153965
2.11836,2.12082,-0.15263
2.16519,2.2643,-0.0467118
2.07377,2.09312,-0.158422
2.2657,2.21252,-0.0581953
2.25327,2.21407,-0.0738617
2.22082,2.22725,-0.0839561
2.2869,2.17973,0.00253643
2.29405,2.18756,-0.0531349
2.27732,2.18989,-0.0767623
2.23065,2.23638,0.00253664
2.23355,2.2326,-0.0555063
2.28708,2.1465,0.00253643
2.27103,2.10189,0.00253649
2.28626,2.09298,-0.0376977
2.26295,2.07355,0.00253652
2.27432,2.06821,-0.0318437
2.26957,2.0552,-0.0653629
2.28141,2.08052,-0.075312
2.24045,2.04274,-0.102254
2.19528,2.04589,-0.133437
2.1991,2.07144,-0.147159
2.2524,2.07148,-0.107883
2.21533,2.0787,-0.1387
2.16656,2.08502,-0.161358
2.16257,2.06828,-0.15475
2.12607,2.08582,-0.168472
2.06986,2.04828,-0.154534
2.11811,2.06498,-0.162173
2.15874,2.04745,-0.148543
2.11833,2.04376,-0.15211
2.09826,2.03532,-0.148314
2.04984,2.05991,-0.148958
2.05392,2.03101,-0.143712
2.07422,2.01822,-0.13729
2.02961,2.06425,-0.152057
2.02575,2.03536,-0.146626
2.02705,1.99353,-0.0899416
2.10318,2.00705,-0.106666
2.08784,1.9839,-0.0761753
2.14374,2.00192,-0.0959856
2.12831,1.97915,-0.0694443
2.19234,2.00901,-0.0882936
2.17295,1.97757,-0.0543643
1.96878,2.0619,-0.16714
1.96089,2.03261,-0.157509
1.99415,2.00394,-0.112572
1.94943,2.00985,-0.131214
2.20653,1.99613,0.00253673
2.21385,1.99117,-0.0297584
2.23765,2.01276,-0.0443273
2.16194,1.97331,0.0025369
2.11305,1.97117,-0.0293525
2.11769,1.97255,0.00253706
2.06034,1.97685,-0.0436875
1.95644,1.98092,0.00236883
1.91197,1.97383,0.00232932
1.92277,1.9667,-0.0617293
2.01966,1.97843,-0.0588556
1.9789,1.98039,-0.0779734
2.00484,1.98501,0.00240832
1.97157,1.9773,-0.0457325
2.06938,1.97296,0.00253724
1.93011,1.96981,-0.0941333
1.82746,1.96133,0.0022591
1.84626,1.95474,-0.0611119
1.86089,1.96055,-0.121649
1.71674,1.92864,-0.0808863
1.71047,1.93739,0.00216255
1.86438,2.00378,-0.150081
1.73542,1.9429,-0.144844
1.87171,2.02259,-0.176662
1.86723,2.07349,-0.20002
1.74916,2.07016,-0.246244
1.74988,2.02243,-0.214355
1.7428,1.9906,-0.176763
1.67187,2.11009,-0.281093
1.64026,2.05488,-0.253327
1.60512,2.00935,-0.200143
1.59769,1.97814,-0.170617
1.55284,2.00505,-0.19536
1.58943,1.91383,0.00206161
1.5798,1.912,-0.0713421
1.5625,1.92548,-0.12625
1.51691,1.97896,-0.176793
1.58325,2.10186,-0.275848
1.48377,2.04792,-0.217996
1.54373,2.07833,-0.240688
1.56854,2.02253,-0.21014
1.49887,2.19849,-0.268534
1.53074,2.21203,-0.284232
1.56682,2.24895,-0.289473
1.61946,2.15908,-0.283275
1.55916,2.3453,-0.279974
1.58776,2.42832,-0.26049
1.55537,2.39667,-0.266948
1.51931,2.33533,-0.259762
1.47492,2.31491,-0.256721
1.45925,2.1714,-0.237862
1.52738,2.3835,-0.255293
1.48716,2.37904,-0.250805
1.45132,2.2965,-0.233714
1.82369,2.55656,0.00207838
2.1903,2.25686,0.00253679
2.26297,2.21552,0.00253652
1.56155,2.74447,0.00178841
1.6221,2.71554,0.00185431
1.62095,2.7161,-0.0552968
1.57244,2.74106,-0.0597356
1.61555,2.70992,-0.11653
1.56792,2.7434,-0.0838039
1.61103,2.7034,-0.133161
1.50525,2.7524,0.00174013
1.50407,2.74504,-0.0577605
1.51116,2.74459,-0.0944889
1.57123,2.74611,-0.112003
1.51483,2.75047,-0.11426
1.56638,2.73348,-0.149472
1.60264,2.70534,-0.153033
1.65433,2.69096,0.00188946
1.63061,2.66932,-0.157168
1.46048,2.71008,-0.197917
1.45614,2.6664,-0.206027
1.44084,2.65525,-0.174376
1.44939,2.70954,-0.149074
1.43729,2.66099,-0.149501
1.45878,2.73656,-0.0940523
1.45673,2.73686,0.00170064
1.46639,2.73044,-0.115075
1.46601,2.732,-0.131182
1.47327,2.73547,-0.167373
1.42158,2.67184,-0.135964
1.43432,2.71372,-0.107809
1.44589,2.7076,-0.128924
1.41633,2.70071,0.00167434
1.34571,2.64027,-0.100739
1.40474,2.63816,-0.163074
1.36447,2.61363,-0.160522
1.43271,2.64325,-0.17535
1.45572,2.6194,-0.222844
1.40702,2.60858,-0.234878
1.37917,2.59132,-0.223782
1.3589,2.54727,-0.227573
1.34366,2.54734,-0.186706
1.47175,2.63216,-0.229955
1.47104,2.61087,-0.260384
1.42631,2.60399,-0.272131
1.39017,2.58358,-0.269278
1.37409,2.55074,-0.263949
1.48592,2.60746,-0.309697
1.44125,2.59704,-0.325936
1.41745,2.57543,-0.311208
1.39749,2.54222,-0.301837
1.55235,2.59966,-0.230982
1.51541,2.61851,-0.256686
1.51501,2.60805,-0.273798
1.52263,2.60588,-0.294437
1.49742,2.61861,-0.341259
1.45641,2.60129,-0.370371
1.43242,2.56768,-0.356797
1.54187,2.62175,-0.333854
1.51649,2.63936,-0.388334
1.46776,2.61638,-0.401545
1.44785,2.57078,-0.389386
1.46663,2.61709,-0.450091
1.4901,2.65619,-0.479229
1.46445,2.64647,-0.544482
1.50715,2.66487,-0.442426
1.5569,2.64686,-0.38456
1.5389,2.67074,-0.462848
1.52227,2.67663,-0.482143
1.49667,2.68695,-0.545302
1.46302,2.67273,-0.606654
1.44723,2.61419,-0.587707
1.44211,2.63534,-0.638171
1.44243,2.57621,-0.445352
1.44885,2.58713,-0.517323
1.41687,2.53725,-0.33514
1.43149,2.53911,-0.396056
1.43048,2.54732,-0.439731
1.43249,2.53185,-0.530424
1.45811,2.56236,-0.637467
1.46707,2.50187,-0.599033
1.48861,2.42702,-0.537874
1.43782,2.48142,-0.470676
1.47791,2.40921,-0.47859
1.40682,2.47133,-0.240013
1.414,2.47931,-0.279915
1.46302,2.43606,-0.252864
1.44793,2.42336,-0.205101
1.43542,2.47087,-0.402747
1.42925,2.48318,-0.320399
1.48778,2.40577,-0.402127
1.56029,2.54753,-0.236205
1.5726,2.53436,-0.225644
1.55616,2.51098,-0.235659
1.48718,2.65622,-0.604825
1.46637,2.62254,-0.631838
1.49621,2.61988,-0.563895
1.48329,2.61533,-0.600558
1.4788,2.62098,-0.616013
1.48402,2.60828,-0.568881
1.50866,2.65883,-0.5483
1.5086,2.63877,-0.550235
1.4874,2.63499,-0.594602
1.50939,2.61916,-0.515631
1.53937,2.53864,-0.268953
1.5427,2.58186,-0.297227
1.57776,2.53026,-0.351667
1.58947,2.57643,-0.36773
1.58452,2.61632,-0.40426
1.55518,2.63788,-0.458268
1.52991,2.65021,-0.500983
1.51783,2.64216,-0.501481
1.54293,2.62588,-0.459146
1.55225,2.59233,-0.405834
1.54895,2.56112,-0.376401
1.5149,2.60939,-0.455945
1.5441,2.47458,-0.234751
1.54953,2.53439,-0.350614
1.51974,2.58545,-0.417864
1.50864,2.55719,-0.375846
1.48905,2.52226,-0.350384
1.48813,2.53025,-0.390097
1.48715,2.55047,-0.432772
1.48966,2.56883,-0.495799
1.48878,2.58867,-0.53437
1.47969,2.50724,-0.404247
1.47443,2.51268,-0.460371
1.47714,2.53818,-0.514741
1.48024,2.56211,-0.553003
1.49172,2.46278,-0.404838
1.48221,2.46055,-0.46559
1.48492,2.49092,-0.527467
1.47588,2.52315,-0.568793
1.4712,2.57087,-0.60043
1.47087,2.58838,-0.614994
1.55579,2.44367,-0.250131
1.52395,2.44215,-0.233433
1.54553,2.50944,-0.344799
1.57799,2.51315,-0.341207
1.52963,2.48863,-0.338469
1.45541,2.37317,-0.230381
1.29651,2.63624,0.00212
1.3278,2.65948,0.00160855
1.38734,2.47273,-0.211039
0.720809,1.2603,0.372888
0.66883,1.21893,0.391093
0.641014,1.16565,0.382468
0.777598,1.28243,0.332942
0.71946,1.17347,0.357014
0.821001,1.26462,0.282936
0.76932,1.18236,0.32808
0.766565,1.12818,0.313603
0.834939,1.193,0.247728
0.710274,1.11127,0.337742
0.619268,1.10488,0.364386
0.696088,1.07703,0.326202
0.680439,1.0328,0.299167
0.609583,1.07003,0.347692
0.660933,0.971349,0.252225
0.595561,1.01689,0.319952
0.754385,1.04123,0.278872
0.782064,1.01467,0.238026
0.74139,0.985688,0.240102
0.812321,1.05858,0.231449
0.765097,1.09244,0.301018
0.853206,1.23733,0.236849
0.874026,1.11837,0.210044
0.917984,1.19301,0.174566
0.835371,1.11467,0.241932
0.894211,1.04965,0.195343
0.913443,1.11668,0.17946
0.866506,1.0129,0.206482
0.832184,0.968263,0.212896
0.767072,0.938914,0.215157
0.726068,0.937217,0.219957
0.649971,0.945244,0.236312
0.575002,0.953765,0.290854
0.949334,1.11506,0.139676
0.963145,1.18808,0.127637
0.933601,1.02924,0.148492
0.9033,0.982911,0.158614
0.8578,0.933029,0.161863
0.78027,0.900903,0.172411
0.714743,0.900929,0.174025
0.647251,0.904658,0.192173
0.56116,0.905893,0.247139
0.908184,1.50137,0.256862
0.864438,1.45062,0.29277
0.928299,1.38586,0.232211
0.974734,1.42097,0.191211
0.941391,1.32181,0.192194
0.90382,1.35305,0.245714
0.843249,1.37512,0.298779
0.825281,1.33367,0.297236
0.812471,1.3612,0.357191
0.977674,1.29096,0.153143
1.00088,1.2648,0.117499
1.02813,1.29864,0.118759
1.00416,1.33449,0.146235
-0.369484,0.905434,0.383463
-0.577603,0.890901,0.40792
-0.528114,0.831299,0.365099
-0.383202,0.823412,0.247622
-0.376299,0.859039,0.354876
-0.12579,0.931032,0.298522
-0.39137,0.806882,0.171098
-0.130013,0.884055,0.179313
0.439154,0.382628,0.419174
0.415747,0.379789,0.408462
0.42291,0.295855,0.436939
0.522568,0.407389,0.399245
0.487445,0.398405,0.394533
0.501035,0.32676,0.420946
0.537304,0.407305,0.365593
0.549334,0.332949,0.418936
0.423135,0.270795,0.430922
0.45456,0.302969,0.435907
0.417259,0.229288,0.433725
0.452806,0.241309,0.426117
0.456954,0.221023,0.413444
0.589985,0.275591,0.37754
0.56526,0.330502,0.374264
0.465272,0.397135,0.400312
0.473035,0.312879,0.441598
0.410297,0.277892,0.369155
0.411717,0.22212,0.358272
0.426122,0.230482,0.310999
0.408023,0.371273,0.365461
0.423729,0.393798,0.326943
0.441185,0.289591,0.314032
0.531371,0.261463,0.42717
0.580266,0.266514,0.419584
0.495207,0.250715,0.440439
0.476059,0.244126,0.43682
0.540508,0.347941,0.33825
0.477085,0.302537,0.297462
0.515951,0.335162,0.312066
0.539076,0.263199,0.319004
0.572397,0.271623,0.347124
0.48892,0.402297,0.311572
0.469952,0.406,0.314221
-1.59235,0.813428,0.408365
-1.54696,0.845956,0.332554
-1.484,0.937248,0.392455
-1.62812,0.763859,0.444996
-1.52623,0.924482,0.437674
-1.66895,0.772539,0.479754
-1.56058,0.915066,0.480107
-1.71592,0.780301,0.490563
-1.60356,0.921356,0.494578
-1.76667,0.794667,0.481658
-1.64432,0.943423,0.499723
-1.88389,0.826503,0.338237
-1.88036,0.827234,0.400228
-1.82547,0.948568,0.393607
-1.80511,1.00153,0.392695
-1.81222,1.00124,0.321539
-1.83484,0.948188,0.298736
-1.74252,0.598564,0.463916
-1.73576,0.476367,0.46869
-1.69883,0.477425,0.463585
-1.73885,0.673118,0.476796
-1.69431,0.606926,0.458401
-1.68528,0.673299,0.470933
-1.75558,0.676129,0.474402
-1.78836,0.587151,0.443771
-1.77502,0.472986,0.453358
-1.80851,0.688242,0.445292
-1.82194,0.804586,0.432196
-1.83578,0.5869,0.421057
-1.81723,0.468763,0.423199
-1.86337,0.687541,0.412954
-1.6742,0.491416,0.433751
-1.66743,0.602293,0.436012
-1.65077,0.678452,0.435377
-1.61672,0.743308,0.389216
-1.65584,0.658712,0.380501
-1.67763,0.584436,0.391953
-1.68468,0.496424,0.3992
-1.68194,0.652753,0.358399
-1.64836,0.731001,0.344451
-1.71737,0.652078,0.339982
